trade_week,V3,V7
2019-01-31,0.0,0.0
2019-02-28,0.0,0.0
2019-03-31,0.0,0.0
2019-04-30,-0.0056610499546957405,-0.0056610499546957405
2019-05-31,0.035921625544267144,0.035921625544267144
2019-06-30,0.08196147110332741,0.08196147110332741
2019-07-31,-0.00024999999999997247,-0.006245943364730389
2019-08-31,0.06850113014379033,0.07572545577979017
2019-09-30,-0.02139503510425389,-0.04269327675474488
2019-10-31,0.021695528694545052,0.0034859956678277015
2019-11-30,-0.0005313563936888421,-0.0002600183421443969
2019-12-31,0.07359774541520903,0.0944895315035359
2020-01-31,0.08547905626408014,0.0859080891375561
2020-02-29,0.0693394589359062,0.08475661078042807
2020-03-31,0.0015132566267317404,5.8243379078337654e-05
2020-04-30,0.018396467028068297,0.019111301486770538
2020-05-31,0.0135884220850635,0.01527612320147842
2020-06-30,0.052297281435842224,0.05071669572433768
2020-07-31,0.045320663194605704,0.04277947727659748
2020-08-31,0.019138121733737634,0.01202796445556431
2020-09-30,-0.03865059812063787,-0.034803651758280596
2020-10-31,0.008358225274883502,0.014273399169912881
2020-11-30,0.05887656862816848,0.057328419959930876
2020-12-31,0.04705436787542472,0.0356025303891776
2021-01-31,-0.011909569224571537,-0.02286125336801914
2021-02-28,0.03884368721587883,0.019692671121657845
2021-03-31,0.013772455126254135,-0.003237116481597302
2021-04-30,0.013024480232316504,0.006480848940619843
2021-05-31,0.038471520362042266,0.037494827577513545
2021-06-30,0.015366520138777817,0.03539327771783074
2021-07-31,0.09658718363133212,0.10002474587547838
2021-08-31,0.06057193417439555,0.08715523993339103
2021-09-30,0.041157836753376476,0.02936122765154381
2021-10-31,-0.007151160065942186,0.005171902340956658
2021-11-30,0.00940296808958374,0.013497183249418843
2021-12-31,-0.03477703915242447,-0.01956729957670278
2022-01-31,-0.018753714582819603,-0.014130069468193174
2022-02-28,0.04398090802404786,0.044326411066569094
2022-03-31,0.02450732818747081,0.025658958315987856
2022-04-30,0.007999999999999341,0.007999999999999341
2022-05-31,-0.00640040962621613,-0.00640040962621613
2022-06-30,-0.022674568410203766,-0.022674568410203766
2022-07-31,-0.02240970208278492,-0.02240970208278492
2022-08-31,0.014563106796116276,0.014563106796116276
2022-09-30,-0.004518872939925145,-0.004518872939925145
2022-10-31,0.010413885180240223,0.010413885180240223
2022-11-30,0.03646934460887974,0.03646934460887974
2022-12-31,0.005609382967873167,0.005609382967873167
2023-01-31,0.02941176470588247,0.02941176470588247
2023-02-28,0.03586745803848168,0.02531203207102206
2023-03-31,0.09513961231569956,0.06562044756055552
2023-04-30,0.046300452889172616,0.043643915768696084
2023-05-31,-0.012416420371831549,-0.006318745339343401
2023-06-30,0.02235345426443547,0.015182186576368162
2023-07-31,0.01116853220734515,0.01143765456699608
2023-08-31,-0.03294393568069742,-0.018259357996389114
2023-09-30,-0.0031159678018249926,-0.0033195179698453092
2023-10-31,0.03555771811832642,0.03529143897996323
2023-11-30,-0.02155267209148848,-0.02155267209148848
2023-12-31,0.03259159361654307,0.03259159361654307
2024-01-31,-0.004353504571179667,-0.004353504571179667
2024-02-29,0.0010931351115002208,0.0010931351115002208
2024-03-31,0.10744704083861101,0.10744704083861101
2024-04-30,0.030763163084204903,0.030763163084204903
2024-05-31,0.01090491677826666,0.01090491677826666
2024-06-30,-0.008137774413323196,-0.008137774413323196
2024-07-31,0.010112573936271074,0.010112573936271074
2024-08-31,0.03267850396675476,0.03267850396675476
2024-09-30,0.14383911223439827,0.14391658218247416
2024-10-31,0.026334724846362123,0.007606935430981343
2024-11-30,0.02407991393836384,0.00750265196651223
2024-12-31,-0.005831965053663901,-0.004074804548928168
2025-01-31,-0.041465239848767044,-0.038025601174134005
2025-02-28,0.05044034913305917,0.06365261481067908
2025-03-31,-0.0006111355054103651,-0.002814256087432465
2025-04-30,-0.02217692237753499,-0.017674082009777825
2025-05-31,-0.0012626396611594704,0.004973831353670466
2025-06-30,0.029503513559648864,0.02802200774994379
2025-07-31,0.07414077459329538,0.05703227248646736
2025-08-31,0.1937033711275047,0.17561406703245952
2025-09-30,0.04019445507203878,0.06983085909173292
2025-10-31,-0.030054498528820472,-0.0289119320176916
2025-11-30,-0.016297137264186023,-0.01639778670841585
2025-12-31,0.03351027058867295,0.039832913008926996
2026-01-31,0.04061551397298824,0.038232269085900494
2026-02-28,0.023175073339938512,0.018911666938038696
2026-03-31,-0.0500191678827161,-0.046759307950241524
2026-04-30,0.03649169747878367,0.032407709306629506
